County,Docket_Number,Offense_Tracking_Number,Filing_Date,Offense_Sequence_Number,Statute_Title,Statute_Section,Statute_SubSection,Offense_Description,Offense_Grade,Offense_Disposition,Offense_Disposition_Date,Case_Disposition,Case_Disposition_Date
Delaware,CP-23-MD-0002659-2019,X2911635,10/24/2019,3,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0002659-2019,X2911635,10/24/2019,6,18,5104,,Resist Arrest/Other Law Enforce,M2,,,,
Delaware,CP-23-MD-0003128-2019,U7301755,12/12/2019,1,75,3743,A,Accident Involv Damage Attended Vehicle/Prop,,,,,
Delaware,CP-23-MD-0003128-2019,U7301755,12/12/2019,3,75,4581,A1i,Safety Restraints - child under 4 years,,,,,
Delaware,CP-23-MD-0003128-2019,U7301755,12/12/2019,4,75,4581,A1.1,Restraint Systems - Child Booster Seat,,,,,
Delaware,CP-23-MD-0002734-2021,R1657994,11/9/2021,2,18,2705,,Recklessly Endangering Another Person,M2,,,,
Berks,CP-06-CR-0005515-2018,U6486502,12/17/2018,3,18,3701,A1IV,Robbery-Inflict Threat Imm Bod Inj,F2,Guilty Plea,7/29/2021,Guilty Plea,7/29/2021
Berks,CP-06-CR-0005515-2018,U6486502,12/17/2018,4,18,3701,A1IV,Conspiracy Robbery-Inflict Threat Imm Bod Inj,F2,Guilty Plea,7/29/2021,Guilty Plea,7/29/2021
Delaware,CP-23-CR-0001472-2016,L9747695,3/11/2016,1,75,3802,D2*,DUI: Controlled Substance - Impaired Ability - 1st Offense,M,Guilty Plea - Negotiated,6/14/2016,Guilty Plea - Negotiated,6/14/2016
Delaware,CP-23-CR-0001472-2016,L9747695,3/11/2016,2,35,780-113,A16,Int Poss Contr Subst By Per Not Reg,M,Guilty Plea - Negotiated,6/14/2016,Guilty Plea - Negotiated,6/14/2016
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,1,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,2,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,3,18,3126,A2,Indecent Assault Forcible Compulsion,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,4,18,3126,A2,Indecent Assault Forcible Compulsion,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,5,18,2902,A1,Unlawful Restraint/ Serious Bodily Injury,M1,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,6,18,2902,A2,Unlawful Restraint/ Involuntary Servitude,M1,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,7,18,2705,,Recklessly Endangering Another Person,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,8,18,2705,,Recklessly Endangering Another Person,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,9,18,2709,A1,Harassment - Subject Other to Physical Contact,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,10,18,2709,A1,Harassment - Subject Other to Physical Contact,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,11,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,12,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,13,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0002170-2017,X0808124,4/12/2017,14,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",,Sent to Common Pleas (Lower Court),4/12/2017,,
Delaware,CP-23-CR-0006977-2017,T9891976,11/22/2017,1,18,3503,B1I,Def Tres Actual Communication To,M3,Guilty Plea - Negotiated,12/7/2017,Guilty Plea - Negotiated,12/7/2017
Delaware,CP-23-CR-0006977-2017,T9891976,11/22/2017,2,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",M3,Guilty Plea - Negotiated,12/7/2017,Guilty Plea - Negotiated,12/7/2017
Delaware,CP-23-CR-0006977-2017,T9891976,11/22/2017,3,18,3929,A1,Retail Theft-Take Mdse,S,Guilty Plea - Negotiated,12/7/2017,Guilty Plea - Negotiated,12/7/2017
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,1,75,3733,A,Fleeing or Attempting to Elude Officer,,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,2,18,3925,A,Receiving Stolen Property,F3,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,3,75,3745,A,Acci Dam To Unattended Veh Or Propert,S,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,4,75,3309,1,Disregard Traffic Lane (Single),S,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,5,75,3361,,Driving at Safe Speed,S,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-CR-0003589-2022,R3193875,8/15/2022,6,75,3714,A,Careless Driving,S,Held for Court (Lower Court),8/9/2022,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,1,18,3502,A1I,"Burglary - Overnight Accommodations; Person Present, Bodily Injury Crime",,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,2,18,3503,A1II,Crim Tres-Break Into Structure,,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,3,18,3701,A1V,Robbery-Take Property Fr Other/Force,,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,4,18,2701,A3,Simple Assault,,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,5,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,6,18,3304,A5,Criminal Mischief - Damage Property,,,,,
Delaware,CP-23-MD-0001272-2021,R1277850,6/7/2021,7,18,2902,A1,Unlawful Restraint/ Serious Bodily Injury,,,,,
Delaware,CP-23-CR-0002292-2018,X1574241,4/19/2018,1,35,780-113,A16,Int Poss Contr Subst By Per Not Reg,M,Guilty Plea - Negotiated,12/12/2018,Guilty Plea - Negotiated,12/12/2018
Delaware,CP-23-CR-0002292-2018,X1574241,4/19/2018,2,35,780-113,A32,Use/Poss Of Drug Paraph,M,Guilty Plea - Negotiated,12/12/2018,Guilty Plea - Negotiated,12/12/2018
Delaware,CP-23-CR-0002613-2021,X3790091,6/18/2021,1,18,2701,A1,Simple Assault,M2,Guilty Plea - Negotiated,6/28/2022,Guilty Plea - Negotiated,6/28/2022
Delaware,CP-23-CR-0002613-2021,X3790091,6/18/2021,2,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty Plea - Negotiated,6/28/2022,Guilty Plea - Negotiated,6/28/2022
Delaware,CP-23-CR-0002613-2021,X3790091,6/18/2021,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Dismissed,6/28/2022,Guilty Plea - Negotiated,6/28/2022
Delaware,CP-23-CR-0002613-2021,X3790091,6/18/2021,99999,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,Disposed at Lower Court,7/7/2021,Guilty Plea - Negotiated,6/28/2022
Delaware,CP-23-CR-0001513-2021,R1223670,4/12/2021,1,18,3304,A5,Criminal Mischief - Damage Property,M2,Proceed to Court,5/5/2021,,
Delaware,CP-23-CR-0001513-2021,R1223670,4/12/2021,2,18,3307,A3,Institut'l Vand'ism Educ Facil,M2,Proceed to Court,5/5/2021,,
Blair,CP-07-CR-0001203-2020,U8822376,6/25/2020,1,18,3304,A5,Criminal Mischief - Damage Property,M2,Guilty Plea,3/22/2021,Guilty Plea,3/22/2021
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,1,18,3502,A1,"Criminal Attempt Burglary - Overnight Accommodation, Person Present",,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,2,18,907,A,Poss Instrument Of Crime W/Int,M1,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,3,18,907,A,Poss Instrument Of Crime W/Int,M1,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,4,18,5506,,Loitering And Prowling At Night Time,M3,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,5,18,3503,B.11I,Criminal Trespass/Simple Trespasser,S,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0005866-2015,L9595202,10/6/2015,6,18,7507.1,A1,"Invasion of Privacy - view, photograph, etc. person w/out consent",M3,Sent to Common Pleas (Lower Court),9/17/2015,,
Delaware,CP-23-CR-0001666-2022,R2241665,4/5/2022,1,18,3503,B1I,Def Tres Actual Communication To,M3,Sent to Common Pleas (Lower Court),4/1/2022,,
Delaware,CP-23-CR-0001667-2022,R2102354,4/5/2022,1,18,3503,B1I,Def Tres Actual Communication To,M3,Sent to Common Pleas (Lower Court),4/1/2022,,
Delaware,CP-23-CR-0001667-2022,R2102354,4/5/2022,2,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),4/1/2022,,
Delaware,CP-23-MD-0000724-2022,R2241665,3/30/2022,1,18,3503,B1I,Def Tres Actual Communication To,M3,,,,
Delaware,CP-23-MD-0003068-2021,R2102354,12/14/2021,1,18,3503,B1I,Def Tres Actual Communication To,M3,,,,
Delaware,CP-23-MD-0003068-2021,R2102354,12/14/2021,2,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,,,,
Berks,CP-06-CR-0000459-2022,R1701103,2/15/2022,1,35,780-113,A32,Use/Poss Of Drug Paraph,M,Proceed to Court,2/24/2022,,
Berks,CP-06-CR-0000459-2022,R1701103,2/15/2022,2,18,5505,,Public Drunkenness And Similar Misconduct,S,Proceed to Court,2/24/2022,,
Berks,CP-06-CR-0000689-2022,R2448014,3/7/2022,1,18,3503,B1I,Def Tres Actual Communication To,M3,Proceed to Court,3/24/2022,,
Berks,CP-06-CR-0000689-2022,R2448014,3/7/2022,2,18,3929,A1,Retail Theft-Take Mdse,S,Proceed to Court,3/24/2022,,
Berks,CP-06-CR-0000720-2022,R2450781,3/8/2022,1,18,3921,A,Theft By Unlaw Taking-Movable Prop,F3,Proceed to Court,4/4/2022,,
Berks,CP-06-CR-0000720-2022,R2450781,3/8/2022,2,18,3925,A,Receiving Stolen Property,F3,Proceed to Court,4/4/2022,,
Berks,CP-06-CR-0000720-2022,R2450781,3/8/2022,3,18,3928,A,Unauth Use Motor/Other Vehicles,M2,Proceed to Court,4/4/2022,,
Berks,CP-06-CR-0000726-2022,R2492416,3/8/2022,1,18,3503,B1I,Def Tres Actual Communication To,M3,Proceed to Court,3/24/2022,,
Berks,CP-06-CR-0000726-2022,R2492416,3/8/2022,2,18,3929,A1,Retail Theft-Take Mdse,S,Proceed to Court,3/24/2022,,
Berks,CP-06-CR-0001603-2016,T7494303,4/5/2016,1,18,3929,A1,Retail Theft-Take Mdse,F3,Guilty Plea,6/30/2016,Guilty Plea,6/30/2016
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Guilty Plea - Negotiated,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,2,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Guilty Plea - Negotiated,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,3,18,5104,,Resist Arrest/Other Law Enforce,M2,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,4,18,2701,A1,Simple Assault,M2,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,5,18,5506,,Loitering And Prowling At Night Time,M3,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,6,18,5505,,Public Drunkenness And Similar Misconduct,S,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,7,75,1301,B,Driving Unregistered Vehicle,S,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Lancaster,CP-36-CR-0004263-2020,U9130122,10/5/2020,8,75,4703,A,Operat Veh W/O Valid Inspect,S,Nolle Prossed,6/16/2022,Guilty Plea - Negotiated,6/16/2022
Delaware,CP-23-MD-0001434-2022,R2991962,6/27/2022,1,18,2705,,Recklessly Endangering Another Person,M2,,,,
Delaware,CP-23-MD-0001434-2022,R2991962,6/27/2022,2,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,,,,
Delaware,CP-23-MD-0001434-2022,R2991962,6/27/2022,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,M3,,,,
Delaware,CP-23-MD-0001434-2022,R2991962,6/27/2022,4,18,5505,,Public Drunkenness And Similar Misconduct,,,,,
Delaware,CP-23-CR-0007734-2013,P1135385,12/3/2013,1,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Guilty Plea - Negotiated,3/10/2014,Guilty Plea - Negotiated,3/10/2014
Delaware,CP-23-CR-0007734-2013,P1135385,12/3/2013,2,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",M3,Guilty Plea - Negotiated,3/10/2014,Guilty Plea - Negotiated,3/10/2014
Delaware,CP-23-CR-0001488-2022,R2530102,3/30/2022,1,18,3503,B.11I,Criminal Trespass/Simple Trespasser,,Sent to Common Pleas (Lower Court),3/29/2022,,
Delaware,CP-23-CR-0001488-2022,R2530102,3/30/2022,2,18,5503,A4*,Disorderly Conduct Hazardous/Physi Off,M3,Sent to Common Pleas (Lower Court),3/29/2022,,
Delaware,CP-23-CR-0001488-2022,R2530102,3/30/2022,3,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,S,Sent to Common Pleas (Lower Court),3/29/2022,,
Delaware,CP-23-MD-0000631-2022,R2530102,3/21/2022,1,18,3503,B.11I,Criminal Trespass/Simple Trespasser,,,,,
Delaware,CP-23-MD-0000631-2022,R2530102,3/21/2022,2,18,5503,A4*,Disorderly Conduct Hazardous/Physi Off,M3,,,,
Delaware,CP-23-MD-0000631-2022,R2530102,3/21/2022,3,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,S,,,,
Delaware,CP-23-CR-0002762-2017,X0761611,5/9/2017,1,35,780-113,A30,"Manufacture, Delivery, or Possession With Intent to Manufacture or Deliver",F,Guilty Plea - Negotiated,7/24/2017,Guilty Plea - Negotiated,7/24/2017
Delaware,CP-23-MD-0002033-2021,R1638350,8/26/2021,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,,,,
Delaware,CP-23-MD-0002033-2021,R1638350,8/26/2021,2,18,4952,A1,Intim Wit/Vit - Refrain From Report,M2,,,,
Delaware,CP-23-MD-0002033-2021,R1638350,8/26/2021,3,18,2709,A5,Harassment - Comm. Repeatedly in Anonymous Manner,M3,,,,
Delaware,CP-23-MD-0002034-2021,R1571146,8/26/2021,1,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,,,,
Delaware,CP-23-MD-0002034-2021,R1571146,8/26/2021,2,18,2709.1,A2,Stalking - Repeatedly Comm. To Cause Fear,M1,,,,
Delaware,CP-23-MD-0002034-2021,R1571146,8/26/2021,3,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,S,,,,
Delaware,CP-23-MD-0002034-2021,R1571146,8/26/2021,4,18,3304,A2,Crim'l Misch-Tamper W/Property,M2,,,,
Delaware,CP-23-MD-0002034-2021,R1571146,8/26/2021,5,18,3304,A5,Criminal Mischief - Damage Property,M2,,,,
Delaware,CP-23-CR-0004515-2019,X2672515,8/2/2019,2,18,2701,A1,Simple Assault,M2,Nolo Contendere,7/31/2020,Nolo Contendere,7/31/2020
Delaware,CP-23-CR-0004515-2019,X2672515,8/2/2019,4,18,4914,A,False Identification To Law Enforcement Officer,M3,Nolo Contendere,7/31/2020,Nolo Contendere,7/31/2020
Delaware,CP-23-MD-0001671-2019,X2672515,7/11/2019,2,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0001671-2019,X2672515,7/11/2019,4,18,4914,A,False Identification To Law Enforcement Officer,M3,,,,
Berks,CP-06-CR-0005306-2004,K0524941,10/18/2004,1,18,4105,A1,Bad Checks,M1,Guilty Plea,11/29/2005,Guilty Plea,11/29/2005
Delaware,CP-23-CR-0002176-2022,R2137343,5/9/2022,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Sent to Common Pleas (Lower Court),5/6/2022,,
Delaware,CP-23-CR-0002176-2022,R2137343,5/9/2022,2,18,2701,A1,Simple Assault,M2,Sent to Common Pleas (Lower Court),5/6/2022,,
Delaware,CP-23-CR-0002176-2022,R2137343,5/9/2022,3,18,5104,,Resist Arrest/Other Law Enforce,M2,Sent to Common Pleas (Lower Court),5/6/2022,,
Delaware,CP-23-CR-0002176-2022,R2137343,5/9/2022,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),5/6/2022,,
Delaware,CP-23-CR-0002176-2022,R2137343,5/9/2022,5,18,5503,A1,Disorderly Conduct Engage In Fighting,S,Sent to Common Pleas (Lower Court),5/6/2022,,
Delaware,CP-23-MD-0000957-2022,R2137343,4/27/2022,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,,,,
Delaware,CP-23-MD-0000957-2022,R2137343,4/27/2022,2,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0000957-2022,R2137343,4/27/2022,3,18,5104,,Resist Arrest/Other Law Enforce,M2,,,,
Delaware,CP-23-MD-0000957-2022,R2137343,4/27/2022,4,18,2709,A1,Harassment - Subject Other to Physical Contact,S,,,,
Delaware,CP-23-MD-0000957-2022,R2137343,4/27/2022,5,18,5503,A1,Disorderly Conduct Engage In Fighting,S,,,,
Delaware,CP-23-MD-0002607-2020,U9258211,12/22/2020,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,,,,
Delaware,CP-23-MD-0002607-2020,U9258211,12/22/2020,2,18,907,B,Possession Of Weapon,M1,,,,
Delaware,CP-23-CR-0000070-2016,T7394214,1/8/2016,4,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty Plea - Negotiated,4/1/2016,Guilty Plea - Negotiated,4/1/2016
Delaware,CP-23-CR-0000070-2016,T7394214,1/8/2016,6,35,780-113,A32,Use/Poss Of Drug Paraph,M,Guilty Plea - Negotiated,4/1/2016,Guilty Plea - Negotiated,4/1/2016
Delaware,CP-23-CR-0000674-2022,R2357143,2/14/2022,1,18,2701,A3,Simple Assault,M2,Proceed to Court,3/9/2022,,
Delaware,CP-23-CR-0000674-2022,R2357143,2/14/2022,2,18,3304,A5,Criminal Mischief - Damage Property,F3,Proceed to Court,3/9/2022,,
Delaware,CP-23-CR-0000933-2022,R2212136,3/1/2022,1,18,2709,A4,"Harassment - Comm. Lewd, Threatening, Etc. Language",M3,Proceed to Court,3/16/2022,,
Delaware,CP-23-CR-0000933-2022,R2212136,3/1/2022,99999,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,,Disposed at Lower Court,3/16/2022,,
Delaware,CP-23-CR-0000933-2022,R2212136,3/1/2022,99999,18,3302,B,Risking Catastrophe,,Disposed at Lower Court,3/16/2022,,
Delaware,CP-23-CR-0000129-2021,X3616701,1/19/2021,1,18,3924,,Theft Property Lost Etc By Mistake,M1,Guilty Plea - Negotiated,5/10/2022,Guilty Plea - Negotiated,5/10/2022
Delaware,CP-23-CR-0003542-2021,R1457912,8/24/2021,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Proceed to Court,12/20/2021,Guilty Plea - Negotiated,12/21/2021
Delaware,CP-23-MD-0001511-2021,R1457912,6/30/2021,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,,,,
Delaware,CP-23-MD-0001330-2022,R2039892,6/13/2022,1,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0001330-2022,R2039892,6/13/2022,2,18,2709,A1,Harassment - Subject Other to Physical Contact,S,,,,
Washington,CP-63-CR-0003366-2016,T8564102,12/19/2016,1,18,3925,A,Receiving Stolen Property,F3,Not Competent to Stand Trial,7/30/2018,,
Washington,CP-63-CR-0003366-2016,T8564102,12/19/2016,2,18,5104,,Resist Arrest/Other Law Enforce,M2,Not Competent to Stand Trial,7/30/2018,,
Washington,CP-63-CR-0003366-2016,T8564102,12/19/2016,3,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Not Competent to Stand Trial,7/30/2018,,
Berks,CP-06-CR-0000289-2022,R2267543,1/31/2022,1,18,2702,A2,Aggravated Assault - Attempts to cause or causes SBI to designated individuals,F1,Proceed to Court,2/10/2022,,
Berks,CP-06-CR-0000289-2022,R2267543,1/31/2022,2,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Added by Information,2/10/2022,,
Berks,CP-06-CR-0000289-2022,R2267543,1/31/2022,3,18,2701,A1,Simple Assault,M2,Proceed to Court,2/10/2022,,
Berks,CP-06-CR-0000289-2022,R2267543,1/31/2022,4,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,Proceed to Court,2/10/2022,,
York,CP-67-MD-0001122-2020,U0214185,5/5/2020,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,,,,
York,CP-67-MD-0001122-2020,U0214185,5/5/2020,2,18,5503,A4*,Disorderly Conduct Hazardous/Physi Off,,,,,
York,CP-67-MD-0002969-2020,U9330064,12/23/2020,1,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,F1,,,,
York,CP-67-MD-0002969-2020,U9330064,12/23/2020,2,18,2718,A1,Strangulation - Applying Pressure to Throat or Neck,M2,,,,
York,CP-67-MD-0002969-2020,U9330064,12/23/2020,3,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-CR-0000761-2018,U5381213,2/14/2018,1,18,2701,A1,Simple Assault,M2,Guilty Plea - Negotiated,2/28/2019,Guilty Plea - Negotiated,2/28/2019
Delaware,CP-23-MD-0000227-2018,U5381213,1/26/2018,1,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-CR-0001489-2020,U8700112,6/12/2020,3,18,3307,A3,Institut'l Vand'ism Educ Facil,M2,Guilty Plea - Negotiated,10/30/2020,Guilty Plea - Negotiated,10/30/2020
Delaware,CP-23-CR-0001489-2020,U8700112,6/12/2020,4,18,907,A,Poss Instrument Of Crime W/Int,M1,Guilty Plea - Negotiated,10/30/2020,Guilty Plea - Negotiated,10/30/2020
Delaware,CP-23-CR-0001522-2020,X3078224,6/22/2020,3,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty Plea - Negotiated,10/30/2020,Guilty Plea - Negotiated,10/30/2020
Delaware,CP-23-MD-0001127-2020,X3078224,6/19/2020,4,18,5104,,Resist Arrest/Other Law Enforce,,,,,
Delaware,CP-23-CR-0005770-2019,U6948642,10/1/2019,9,18,2705,,Recklessly Endangering Another Person,M2,Guilty Plea - Negotiated,9/17/2021,Guilty Plea - Negotiated,9/17/2021
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,1,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,F1,Not Guilty,5/2/2022,Guilty,5/2/2022
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,2,18,2701,A1,Simple Assault,M2,Guilty,5/2/2022,Guilty,5/2/2022
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,3,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty,5/2/2022,Guilty,5/2/2022
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,4,18,4914,A,False Identification To Law Enforcement Officer,M3,Not Guilty,5/2/2022,Guilty,5/2/2022
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,5,18,5503,A4*,Disorderly Conduct Hazardous/Physi Off,M3,Guilty,5/2/2022,Guilty,5/2/2022
Cambria,CP-11-CR-0001008-2020,X3378653,8/31/2020,6,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Guilty,5/2/2022,Guilty,5/2/2022
Delaware,CP-23-MD-0002060-2018,T5339600,8/15/2018,1,35,780-113,A31,Poss Of Marijuana,M,,,,
Delaware,CP-23-MD-0002060-2018,T5339600,8/15/2018,2,35,780-113,A32,Use/Poss Of Drug Paraph,M,,,,
Delaware,CP-23-MD-0002060-2018,T5339600,8/15/2018,4,18,3304,A5,Criminal Mischief - Damage Property,M3,,,,
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,1,18,2701,A1,Simple Assault,M2,Dismissed,8/31/2022,Guilty Plea,8/31/2022
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,2,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty Plea,8/31/2022,Guilty Plea,8/31/2022
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,3,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,Dismissed,8/31/2022,Guilty Plea,8/31/2022
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,4,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Dismissed,8/31/2022,Guilty Plea,8/31/2022
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,5,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Dismissed,8/31/2022,Guilty Plea,8/31/2022
Berks,CP-06-CR-0000063-2022,R2053822,1/10/2022,99999,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Disposed at Lower Court,1/20/2022,Guilty Plea,8/31/2022
Delaware,CP-23-CR-0003804-2018,X1802640,6/25/2018,5,18,907,A,Poss Instrument Of Crime W/Int,M1,Guilty Plea - Negotiated,12/19/2018,Guilty Plea - Negotiated,12/19/2018
Delaware,CP-23-CR-0003804-2018,X1802640,6/25/2018,6,35,780-113,A31,Poss Of Marijuana,M,Guilty Plea - Negotiated,12/19/2018,Guilty Plea - Negotiated,12/19/2018
Delaware,CP-23-CR-0003804-2018,X1802640,6/25/2018,7,35,780-113,A32,Use/Poss Of Drug Paraph,M,Guilty Plea - Negotiated,12/19/2018,Guilty Plea - Negotiated,12/19/2018
Delaware,CP-23-CR-0003804-2018,X1802640,6/25/2018,8,18,3503,B1I,Def Tres Actual Communication To,M3,Guilty Plea - Negotiated,12/19/2018,Guilty Plea - Negotiated,12/19/2018
